LABELS,NEWS
POSITIVE,ختم ہوجانے والا پلاسٹک تیار
POSITIVE,نابینا افراد کے لیے سرکاری یونی ورسٹی کے طلبہ کی اہم ایجاد
NEGATIVE,کیا سوشل میڈیا نوجوانوں کو افسردگی کا شکار بنا رہا ہے؟
POSITIVE,تصاویر اور ویڈیوز کے لیے پریشان واٹس ایپ صارفین کے لیے بڑی خوش خبری
POSITIVE,"مریخ پر آکسیجن، ناسا نے بڑی کامیابی حاصل کر لی"
POSITIVE,سعودی ریسٹورنٹس میں روبوٹس نے ویٹرز کی جگہ سنبھال لی
NEGATIVE,کرونا کی برطانوی قسم سے متعلق تشویش ناک تحقیق سامنے آ گئی
NEUTRAL,ہیروں سے سجا گیمنگ ماؤس کمپنی نے تحفے میں دیدیا! قیمت جان کر دنگ رہ جائیں گے
POSITIVE,"آئی فون کی نئی مصنوعات متعارف، طاقت ور ترین آئی پیڈ بھی شامل"
POSITIVE,"ڈیٹا حصول کا معاملہ، ٹک ٹاک کے خلاف لاکھوں‌ بچوں‌ نے مقدمہ کردیا"
POSITIVE,گمشدہ چیزیں تیار کرنے والی منفرد ڈیوائس تیار
POSITIVE,فیس بک کو مزید آسان اور جدید بنانے کیلئے نئے آڈیو فیچرز متعارف
POSITIVE,برقی گاڑیاں : معروف کار ساز کمپنی نے نئے منصوبوں کا اعلان کردیا
POSITIVE,بچوں کے لیے دنیا کا پہلا اسمارٹ فون تیار
NEGATIVE,"بڑی تحقیق، زیادہ بھوک اور موٹاپے کی وجہ دریافت"
NEGATIVE,"گلابی رنگ کا واٹس ایپ، لیکن ہوشیار"
POSITIVE,ناسا کے ہیلی کاپٹر کی مریخ پر پہلی پرواز کامیابی سے مکمل (ویڈیو)
NEGATIVE,"خودکار الیکٹرک کار حادثے کا شکار، دو افراد ہلاک"
POSITIVE,کیا میسنجر اور واٹس ایپ ایک ہوجائیں گے؟
NEGATIVE,یہ انسانی آنکھ نہیں بلکہ۔۔۔۔۔۔۔حیران کن ایجاد
NEGATIVE,"واٹس ایپ کے سسٹم میں‌ بڑا سیکیورٹی نقص سامنے آگیا، لاکھوں‌ صارفین نشانے پر"
POSITIVE,"موبائل گیم کی ورلڈ چیمپئن شپ کا اعلان، فاتح ٹیم کو 30 کروڑ روپے دیے جائیں‌ گے"
NEGATIVE,اب چاند پر گاڑی بھی جائے گی
NEGATIVE,"ٹویٹر سروس متاثر، کمپنی نے تصدیق کردی"
POSITIVE,سمندر پر تیرنے والا سائنسی شہر
POSITIVE,40 سال میں ہماری زمین کتنی بدل چکی ہے؟
NEGATIVE,اینڈرائیڈ کے پاکستانی صارفین کے لیے الرٹ جاری
NEGATIVE,روبوٹ کتے کی مدد سے مطلوب ملزم گرفتار
NEGATIVE,صارفین کے ذہنی دباؤ دور کرنے کے لیے نئے فیچر کی آزمائش
POSITIVE,ترکی کی کورونا وائرس کیخلاف بڑی کامیابی
POSITIVE,فیس بک نے رمضان کا آغاز ہوتے ہی مسلمانوں کو بڑا تحفہ دے دیا
POSITIVE,"تین منٹ میں آنکھوں سے کورونا کی تشخیص ممکن، ایپ تیار"
NEGATIVE,آئی فون کا وہ فیچر جس سے آپ ناواقف ہیں
POSITIVE,رمضان اور روزے کی اہمیت اجاگر کرنے کے لیے واٹس ایپ کی زبردست سروس
POSITIVE,فالج کے مریضوں کے لیے امید کی کرن
NEGATIVE,"بندر کے دماغ میں الیکٹرانک چپ لگادی گئی، پھر کیا ہوا؟ (ویڈیو)"
NEGATIVE,فائزر کی کورونا ویکسین : محققین نے اہم انکشاف کردیا
POSITIVE,مصنوعی ذہانت سے آراستہ جدید روسی طیارہ
POSITIVE,دبئی میں‌ دنیا کی دوسری جدید ترین الیکٹرانک فائر بریگیڈ متعارف
NEGATIVE,مفت کا وائی فائی استعمال کرنے والے خبردار
NEUTRAL,"انسانی دماغ میں چپ نصب کرکے کمپیوٹر سے منسلک کرنے کا منصوبہ، بڑی پیشرفت"
POSITIVE,جنوبی کوریا نے جدید ترین جنگی طیارہ تیار کرلیا
NEGATIVE,لنکڈ ان صارفین کا ڈیٹا برائے فروخت! ہیکرز نے 50 کروڑ صارفین کو مشکل میں ڈال دیا
POSITIVE,امریکا میں جدید ٹیکنالوجی سے لیس فیس ماسک تیار
POSITIVE,پاکستان کے پہلے مقامی چارجنگ اسٹیشن کا افتتاح
POSITIVE,"متحدہ عرب امارات، ڈیجیٹل شناختی کارڈ‌ کیسے بنوایا جاسکتا ہے؟ جانیے"
POSITIVE,واٹس ایپ نے نیا فیچر متعارف کرادیا
NEGATIVE,واٹس ایپ صارفین کے لیے ہائی الرٹ جاری!
NEUTRAL,ہواوے کے صارفین کے لیے اہم اعلان
POSITIVE,سام سنگ کا ’سستا ترین‘ فائیو جی فون متعارف
NEGATIVE,کورونا متاثرہ خاتون کو پہلی بار زندہ انسان کا پھیپھڑا لگا دیا گیا
POSITIVE,"اڑنے والی ٹیکسیاں، سعودی عرب کا بڑا اقدام"
POSITIVE,واٹس ایپ کا ڈبلیو ایچ او سے اشتراک
NEUTRAL,واٹس ایپ کی ملکیت رکھنے والے مارک زکربرگ خود بھی سگنل ایپ پر آگئے؟ بڑا دعویٰ
NEGATIVE,"فیس بک کے 53 کروڑ صارفین کا ڈیٹا لیک، کہیں آپ کا نمبر تو شامل نہیں؟ تصدیق کریں"
NEGATIVE,"لاکھوں‌ صارفین کے لیے بری خبر، گوگل کا معروف ایپلی کیشن بند کرنے کا اعلان"
POSITIVE,آئی فون 13: ایپل کے نئے آئی فون میں نیا کیا ہے؟
NEGATIVE,ایل جی نے اسمارٹ فونز بزنس بند کرنے کا اعلان کیوں کیا؟
POSITIVE,گوگل کا صارفین کے لیے بڑا تحفہ
POSITIVE,ایپل کمپنی: سعودی عرب سے متعلق بڑی خبر
NEGATIVE,فیس بک کے 53 کروڑ سے زائد صارفین کا ڈیٹا لیک
POSITIVE,"پاکستانی بہن بھائی کا کارنامہ، کرونا وائرس تشخیص کرنے والی ایپ بنالی"
NEUTRAL,پاکستان میں موبائل براڈبینڈ کی تعداد کتنی؟ 3 اور 4 جی اسپیڈ کیا ہے؟
NEUTRAL,طیاروں کو وائرس سے محفوظ کیسے بنایا جائے گا؟
NEGATIVE,"جاپان : ادویات میں بھنگ کا استعمال کیسے کیا جائے، تجربات پرغور"
POSITIVE,واٹس ایپ نے صارفین کو دوبارہ سہولت فراہم کردی
POSITIVE,دنیا کے کسی بھی حصے میں تین گھنٹے میں پہنچنا ممکن؟
POSITIVE,پی ٹی اے نے ٹک ٹاک صارفین کو بڑی خوش خبری سنادی
POSITIVE,واٹس ایپ صارفین ہوشیار!  ہیکرز ایک بار پھر سرگرم
POSITIVE,فیس بک نے صارفین کو بڑی سہولت فراہم کر دی
POSITIVE,"نابینا افراد کو چلنے کیلئے سہارے کی ضرورت نہیں، انوکھی ٹوپی تیار"
POSITIVE,"ماحول دوست پلاسٹک بنانے کی تیاری، ماہرین نے اہم اقدامات کرلیے"
POSITIVE,"گلگت بلتستان تاریخی پیکج، وزیراعظم نے منظوری دے دی"
NEGATIVE,زمین کے لئے سب سے خطرناک سیارہ کب اس سے ٹکرا سکتا ہے؟ ناسا نے بتادیا
NEGATIVE,"آئی فون میں‌ بڑے سیکیورٹی نقص کا انکشاف، الرٹ جاری"
POSITIVE,بھنگ کے بعد کیلے سے بھی کپڑا تیار کرلیا گیا
POSITIVE,کیا یہ جعلی میسج واٹس ایپ پر آپ کو بھی موصول ہوا ہے؟
POSITIVE,انسٹاگرام صارفین کے لیے بڑی خبر
NEGATIVE,"پب جی نے اہم سنگِ‌ میل عبور کرلیا، سب حیران"
NEUTRAL,فیس بک کا  پاکستان کیلئے بڑا اعلان
POSITIVE,کرونا کی خاموش نشانیوں کا سراغ لگانے والی مشین تیار
POSITIVE,نویں جماعت کے طالب علم نے واٹس ایپ طرز کی ایپ بنالی
NEGATIVE,وہ خاص ٹویٹ جو 45 کروڑ روپے میں نیلام ہوا
NEGATIVE,بغیر چارجر آئی فون فروخت کرنے پر 2 ملین ڈالرز جرمانہ
NEGATIVE,کیا 5 جی انسانی صحت کے لیے خطرناک ہے؟ اہم ترین تحقیق
POSITIVE,"کیا وائی فائی کا پاس ورڈ ""فیس بک” آئی ڈی ہیکنگ کا بڑا سبب ہے؟"
POSITIVE,سعودی عرب: مصنوعی سیاروں کو خلا میں بھیج دیا گیا
POSITIVE,کیا مخصوص آئی فونز پر واٹس ایپ سروس ختم ہونے والی ہے؟
POSITIVE,"مریخ پر ڈھائی لاکھ انسانوں کا شہر، تعمیراتی کام کب شروع ہوگا؟"
POSITIVE,گاڑیوں کی فروخت میں کمی کے باوجود کمپنی کو تاریخی منافع
POSITIVE,باربی ڈول بھی خلا کا سفر کرے گی
POSITIVE,بھارت نے واٹس ایپ کی نئی پالیسی کا نفاذ روکنے کیلئے عدالت سے رجوع کرلیا
POSITIVE,انسٹاگرام نے بچوں کو خوشخبری سنا دی
NEGATIVE,"کرونا کی نئی قسم انسانوں‌ سے جانوروں‌ میں‌ منتقل ہونے لگی، تشویشناک خبر"
POSITIVE,واٹس ایپ اور فیس بک سروسز بندش کے بعد بحال
POSITIVE,وزارت آئی ٹی کی جانب سے چاروں صوبوں کے رہائشیوں کے لیے اچھی خبر
POSITIVE,گوگل کا صارفین کے لیے ایک اور بہترین فیچر
POSITIVE,گوگل نے 10 ہزار سے زائد ملازمتوں کا اعلان کردیا
POSITIVE,فیس بک کا نئی پابندیاں عائد کرنے کا اعلان
POSITIVE,چوری یا گمشدہ فون کو تلاش کرنے کا آسان طریقہ جانیے!
NEGATIVE,گوگل نے یہ کام کیا تو۔۔۔۔۔۔۔۔۔۔۔ عدالت نے خبردار کردیا
POSITIVE,سعودی نوجوانوں نے میوزک و ٹیکنالوجی کے میدان میں بڑی کامیابی حاصل کرلی
NEGATIVE,روس نے ٹویٹر کو بلاک کرنے کی دھمکی دے دی
NEUTRAL,پاکستان کے دوست ملک میں‌ بغیر ڈرائیور گاڑیاں‌ سڑکوں‌ پر کب آئیں‌ گی؟
POSITIVE,گوگل میپس : سوشل میڈیا صارفین کو ایک اور سہولت میسر
POSITIVE,کیا زمین پر کسی آفت کی صورت میں یہاں موجود زندگی کو بچایا جاسکتا ہے؟
POSITIVE,فیس بک سے اچھی آمدنی: خواہش مند صارفین کے لیے بڑی خبر
POSITIVE,عالمی شہرت یافتہ طبیعیات داں اسٹیفن ہاکنگ کا یومِ وفات
POSITIVE,"کووڈ ویکسینز کے خلاف گمراہ کن ""ویڈیوز” پر یوٹیوب کا بڑا اقدام"
POSITIVE,زمین کے نزدیک سے رواں برس کا سب سے بڑا سیارچہ کب گزرے گا؟
POSITIVE,انٹرنیٹ کے بانی نے نئی پیش گوئی کردی
POSITIVE,موبائل صارفین کے لیے کون سا براؤزر بہتر اور تیز ترین ہے؟
NEGATIVE,ٹویٹر پر نئے فیچرز کی آزمائش
NEUTRAL,"ٹک ٹاک بندش، عدالتی فیصلے کے بعد پی ٹی اے بھی میدان میں‌ آگیا"
POSITIVE,’سونے کے کھٹمل‘ دریافت
POSITIVE,"انسٹاگرام کا نیا ورژن متعارف، کن صارفین کو سہولت میسر ہوگی؟"
POSITIVE,نامناسب کمنٹس سے بچانے کے لیے ٹک ٹاک کے اہم فیچرز
POSITIVE,جذبات سے متعلق جدید ترین تحقیق
POSITIVE,ترکی سے مریخ جیسی جھیل دریافت
POSITIVE,’زمین آباد ہونے‘ سے پہلے کا پتھر دریافت
NEUTRAL,"لوگوں کو چند لمحوں میں ‘دنیا کے کسی بھی حصے پر پہنچانے’ کا مشن، مارک زکربرگ کیا کرنے جارہے ہیں؟"
POSITIVE,ٹک ٹاک کی بڑھتی مقبولیت پر فیس بک کا بڑا اقدام
POSITIVE,ہواوے کا واحد فون جس میں ۔۔۔۔۔۔۔۔۔۔ ! صارفین دم بخود
POSITIVE,واٹس ایپ نے نئے فیچر کی آزمائش شروع کردی
POSITIVE,ویب ورژن: موبائل انٹرنیٹ کے بغیر واٹس ایپ کال کرنے کا طریقہ
NEGATIVE,"زمین بڑی تباہی سے بچ گئی، ماہرین فلکیات کا تہلکہ خیز انکشاف"
POSITIVE,اخروٹ کی فارمنگ کیسے کی جائے ؟
NEGATIVE,کیا اس جانور کے کان ہاتھی سے بڑے ہیں؟ ماہرین کا حیران کن انکشاف
NEGATIVE,کیا روبوٹ یہ نوکری بھی خطرے میں ڈال دے گا ؟
POSITIVE,"ٹویٹر صارفین کی بڑی مشکل حل ہونے کے قریب، کمپنی نے بھی تصدیق کردی"
NEGATIVE,"اسٹار شپ کامیاب لینڈنگ کے بعد تباہ، ویڈیو وائرل"
POSITIVE,دنیا کے تیز رفتار ترین طیارے کی تصاویر جاری
POSITIVE,واٹس ایپ نے ڈیسک ٹاپ صارفین کے لیے نئی سہولت متعارف کرادی
POSITIVE,سمندری مخلوقات کے بارے میں‌ آگاہی دینے والی مچھلی
POSITIVE,کیا خلا میں لگژری ہوٹل بننے جارہا ہے؟
POSITIVE,اندھیرے میں چمکنے والی شارک کی اقسام دریافت
POSITIVE,"صارفین کو جلد بڑی مشکل سے چھٹکارا ملنے کا امکان، واٹس ایپ فیچر پر کام شروع"
POSITIVE,انسٹاگرام نے ایک اور شاندار فیچر متعارف کروا دیا
POSITIVE,"کرونا ویکسین کی مخالفت، ٹویٹر کا بڑا قدم"
POSITIVE,آواز کی دگنی رفتار سے اڑنے والا سپر سانک ڈرون تیار
NEGATIVE,زمین سے زندگی کا خاتمہ؟ ماہرین نے خبردار کر دیا
POSITIVE,اس نئی ویڈیو سروس نے لوگوں کو خوفزدہ کیوں کردیا؟
POSITIVE,یوٹیوب کا دلچسپ فیچر دنیا بھر کے صارفین کے لیے متعارف
POSITIVE,انٹارکٹیکا میں برطانوی بیس کے قریب لندن جتنا بڑا برف کا ٹکڑا ٹوٹ کر علیحدہ (ویڈیو)
POSITIVE,معروف گاڑی ساز کمپنی نے نئے لائحہ عمل کا اعلان کردیا
