LABELS,NEWS,SNO
POSITIVE,گردے کی بیماریوں سے بچاؤ کیلئے مفید سبزیاں,16649
POSITIVE,آکسفورڈ کی آسٹرازینیکا ویکسین محفوظ اور مؤثر قرار,16650
POSITIVE,گرمی میں کس قسم کے مشروبات مفید ہیں؟ جانیے!,16651
NEUTRAL,"گاڑی چلاتے ہوئے بار بار نیند آنا، علاج کیسے کیا جائے؟",16652
NEGATIVE,میٹھا کھانے کے شوقین افراد کے لیے بری خبر,16653
NEGATIVE,کرونا وائرس کی ناقابلِ تشخیص قسم دریافت,16654
POSITIVE,صدموں سے نجات کیلئے پرسکون نیند انتہائی ضروری قرار,16655
NEGATIVE,کووڈ 19 سے صحت یابی کے بعد بھی بیماری کا سامنا کن افراد کو رہتا ہے؟,16656
POSITIVE,سندھ:‌ کرونا وائرس سے اموات میں‌ نمایاں‌ کمی,16657
NEGATIVE,کوروناوائرس: نیا خطرہ سر اٹھانے لگا,16658
NEGATIVE,پلاسٹک کے برتن میں کھانا کھانے کے خطرناک نقصانات,16659
NEUTRAL,ایسٹرازینیکا ویکسین سے متعلق یورپی یونین ڈرگ ریگولیٹری کا بڑا دعویٰ,16660
NEGATIVE,کرونا وائرس سے موت کا خطرہ کن افراد کو زیادہ ہے؟,16661
NEUTRAL,کووڈ 19 ویکسین: پہلی بار بچوں پر ٹرائل شروع,16662
NEGATIVE,یوکرین میں کورونا وائرس کی ایک اور قسم دریافت,16663
POSITIVE,"30 منٹ کی ورزش، سلیبریٹی ٹرینر نے صحت مند زندگی گزارنے کا گُر سکھا دیا",16664
NEUTRAL,موڈرنا کی ایک اور ویکسین پر تحقیق شروع,16665
POSITIVE,ذہنی دباؤ میں کمی لانے سے متعلق ماہرین کی نئی تحقیق,16666
NEUTRAL,پاکستان میں کورونا ویکسین لگوانے کا طریقہ,16667
NEUTRAL,قوت مدافعت کیلئے وٹامنز نہایت ضروری لیکن ٹھہریے!,16668
NEUTRAL,کیا ویکسین کرونا وائرس کی نئی اقسام سے بھی تحفظ دے سکے گی؟,16669
NEUTRAL,آئرلینڈ میں آکسفورڈ کی ویکسین کا استعمال کیوں روکا گیا؟,16670
POSITIVE,موسمِ گرما: پیاز کیا فائدہ پہنچا سکتی ہے؟,16671
NEUTRAL,کیا آپ بھی آدھے سر کے درد کا شکار ہیں؟ تو پھر چھٹکارا پائیں!,16672
POSITIVE,مچھلی میں موجود اومیگا 3 فیٹی ایسڈز کا ایک اور فائدہ منظر عام پر,16673
NEUTRAL,میٹھی غذاؤں کا استعمال کتنا نقصان دہ یا فائدہ مند ہے؟,16674
NEUTRAL,دنیا بھر میں جڑواں بچوں کی شرح پیدائش بلند ترین سطح پر پہنچ گئی,16675
POSITIVE,عالمی ادارہ صحت نے ایک اور کورونا ویکیسن کی اجازت دے دی,16676
POSITIVE,تانبے کے برتن استعمال کرنے کے حیرت انگیز فائدے,16677
NEGATIVE,اسمارٹ ڈیوائسز بچوں کی صحت کے لیے خطرہ تو نہیں بن رہیں؟,16678
NEGATIVE,یورپی ممالک میں ایسٹرازینیکا ویکسین کا استعمال کیوں روکا گیا؟ خوفناک وجہ سامنے آگئی,16679
NEUTRAL,فیس ماسک اندر سے کیسا دِکھتا ہے؟ مائیکرو اسکوپک تصاویر جاری,16680
NEGATIVE,آدھی رات کو بھاگنے والی گائے نے پولیس کی دوڑیں لگوا دیں,16681
POSITIVE,"پھل اور سبزیاں صحت مند زندگی کی ضامن، مگر کیسے؟",16682
NEGATIVE,گردوں کا عالمی دن: گردوں کے امراض ہر سال 17 لاکھ اموات کی وجہ,16683
NEUTRAL,کرونا کے پھیلاوٗ سے متعلق ماہرین کا حیران کن انکشاف,16684
NEGATIVE,برطانیہ میں پھیلنے والی کرونا وائرس کی نئی قسم کے حوالے سے نیا انکشاف,16685
POSITIVE,کرونا ویکسین کے بعد الرجی کی شکایت: نئی تحقیق نے حوصلہ افزا خبر سنا دی,16686
NEGATIVE,کرونا وائرس کے بعد مزید وبائیں آنے کو تیار؟,16687
NEGATIVE,کورونا وائرس کی ایک اور بڑی علامت سامنے آگئی,16688
NEGATIVE,"کورونا وائرس نئی شکل میں حملہ آور ہونے لگا، رپورٹ میں انکشاف",16689
POSITIVE,"وبائی امراض کے کنٹرول، کم قیمت معیاری ادویات کی فراہمی کے لیے ڈاؤ یونی ورسٹی کا بڑا قدم",16690
NEGATIVE,ڈبلیو ایچ او نے دنیا کو نئے خطرے سے آگاہ کردیا,16691
POSITIVE,یوگا کے ذریعے تمباکو نوشی سے کیسے نجات پائی جاسکتی ہے؟,16692
POSITIVE,"اب آپ بھی بالوں کو سفید ہونے سے بچائیں، فائدہ مند طریقے",16693
NEUTRAL,پولن سیزن اورکرونا کے درمیان کیا تعلق ہے؟ سائنسدانوں کا تہلکہ خیز انکشاف,16694
NEUTRAL,خبردار! کولڈ ڈرنک پینے سے قبل یہ پڑھ لیں,16695
NEUTRAL,17 سالہ لڑکا دو دن تک جھولا جھولتا رہا,16696
POSITIVE,جلد کی خشکی سے بچنے کے لیے آسان تجاویز,16697
NEGATIVE,نائٹ شفٹ میں کام کرنے والوں کے لیے بری خبر,16698
NEGATIVE,کرونا وائرس میں ہونے والی تبدیلیاں: ماہرین نے خطرے کی گھنٹی بجا دی,16699
POSITIVE,یادداشت کو بہتر بنانے کے لیے شرلاک ہومز کا طریقہ,16700
POSITIVE,کرونا خاتمے کے حوالے سے بڑی پیش گوئی,16701
NEGATIVE,کیا آپ کا مدافعتی نظام کمزور تو نہیں؟ جانیے اس کے خطرناک نقصانات,16702
NEGATIVE,کرونا ویکسین کی غیر منصفانہ تقسیم کا نقصان کیا ہوا؟بڑا انکشاف,16703
NEUTRAL,برازیل میں کرونا کی نئی قسم نے طبی ماہرین کو چکرا کر رکھ دیا,16704
POSITIVE,کیا ورزش ذیابطیس ٹائپ ٹو سے بچا سکتی ہے؟ تحقیق میں حیران کن انکشاف,16705
NEUTRAL,کیا بھورے رنگ کا انڈا سفید انڈے سے بہتر ہے؟,16706
NEGATIVE,میک اپ کا استعمال : خواتین کیلئے خوفناک خبر,16707
NEUTRAL,وہ ماسک جو کرونا وائرس کی تشخیص کر سکے گا,16708
NEUTRAL,سال 2021 میں آپ کو کون سی ورزش کرنی چاہیئے؟,16709
NEGATIVE,کرونا وائرس کے انوکھے کیس نے ماہرین کو پریشان کردیا,16710
NEUTRAL,دوڑنے سے پہلے کیا اقدامات کرنا ضروری ہیں؟,16711
NEUTRAL,کیا آپ اپنے بچّے کو ڈرپوک اور بزدل دیکھنا چاہتے ہیں؟,16712
NEGATIVE,"کرونا کے بعد دنیا میں‌ ایک اور وائرس پھیلنے کا خدشہ، ڈبلیو ایچ او نے خطرے کی گھنٹی بجادی",16713
NEGATIVE,کھانے کے فوری بعد نہانے کے طبی نقصانات,16714
NEGATIVE,"کوروناوائرس کی نئی قسم کے خطرناک تیور، ماہرین چکرا گئے",16715
NEGATIVE,کون سے بلڈ گروپ کے افراد جلد کرونا کا شکار ہوتے ہیں؟ تہلکہ خیز انکشاف,16716
NEGATIVE,طبی ماہرین نے کرونا سے اموات کی اضافے کی بڑی بتادی,16717
POSITIVE,"خیبرپختونخواہ، بے اولاد جوڑے کے ہاں 5 جڑواں بچوں کی پیدائش",16718
POSITIVE,کوروناوائرس کا ‘توڑ’ آگیا,16719
NEUTRAL,دوپہر کو نیند کیوں آتی ہے؟ حالیہ تحقیق میں بڑا انکشاف,16720
NEGATIVE,کرونا وائرس دل پر خطرناک حملہ کر سکتا ہے,16721
NEUTRAL,کورونا ویکسین کے بعد پیراسٹامول لے سکتے ہیں؟,16722
NEUTRAL,بُھولنے کی بیماری سے چھٹکارا کیسے ممکن ہے؟,16723
NEUTRAL,سانپ میں موجود قدرتی مادہ کرونا کا خاتمہ کرسکتا ہے؟ حوصلہ افزا خبر,16724
NEUTRAL,خوش رہنا چاہتے ہیں تو یہ ترکیب آزما لیں,16725
NEGATIVE,جانئے وہ عام غذائیں جو دل کو نقصان پہنچانے کا سبب بنتی ہیں,16726
NEGATIVE,کرونا وائرس کی نئی قسم نے خطرے کی گھنٹی بجا دی,16727
NEUTRAL,کیا کافی کا زیادہ استعمال دل کے لیے نقصان دہ ہے؟ جواب مل گیا,16728
NEGATIVE,"کرونا ویکسینیشن کے باوجود وائرس کا پھیلاؤ، ڈبلیو ایچ او کے سربراہ کا پریشان کن بیان",16729
NEGATIVE,گردن توڑ بخار مستقبل میں کتنا خطرناک ثابت ہوسکتا ہے؟‌ تہلکہ خیز رپورٹ جاری,16730
NEUTRAL,موٹاپے اور کوروناویکسین کا کیا تعلق ہے؟ ہوشربا انکشاف,16731
NEUTRAL,خون کا ٹیسٹ کرونا وائرس کی شدت کے بارے میں بتا سکتا ہے,16732
NEUTRAL,ہوشیار! اگر آپ ماسک نہیں پہنتے تو یہ ہوسکتا ہے,16733
NEGATIVE,ابھی کورونا کی اقسام پر قابو نہیں پایا گیا کہ اب اچانک ۔۔۔۔۔۔۔! ماہرین نئی مشکل میں پھنس گئے,16734
NEGATIVE,رات دیر تک جاگنے کے سنگین نقصانات,16735
NEGATIVE,کورونا کی نئی قسم نے بڑا اور سنگین مسئلہ پیدا کردیا,16736
NEGATIVE,ڈبل روٹی اور میکرونی کا امراض قلب سے کیا تعلق ہے؟,16737
NEUTRAL,کورونا وائرس : روسی سائنسدان کی عالمی وبا سے متعلق بڑی پیش گوئی,16738
NEUTRAL,کیا انڈے واقعی کولیسٹرول بڑھا سکتے ہیں؟,16739
NEUTRAL,ریشمی کپڑے پر کرونا وائرس کتنی دیر تک رہتا ہے؟ بڑا دعویٰ منظر عام پر,16740
POSITIVE,"موسمِ بہار کی کچنار، مفید سبزی",16741
NEGATIVE,کرونا وائرس کی نئی اقسام کے حوالے سے تشویشناک انکشاف,16742
NEUTRAL,کیا کرونا سے صحتیاب افراد وائرس سے محفوظ ہیں؟ حیران کن انکشاف,16743
NEUTRAL,آکسفورڈ کی کرونا وائرس ویکسین کس طرح استعمال کی جائے گی؟,16744
NEUTRAL,"کیا بال گرنا بھی کرونا کی علامت ہے، طبی ماہرین نے خبردار کردیا",16745
POSITIVE,دانتوں کی صفائی کیسے کی جائے؟ آسان ترین نسخہ,16746
NEUTRAL,کرونا کو شکست کیسے دی جائے؟ طریقہ بتائیں اور 8 لاکھ روپے سے زائد رقم جیتیں,16747
NEUTRAL,روسی ویکسین سپوتنک موٗثر ہے یا آسٹرازینیکا؟ تحقیق میں بڑا انکشاف,16748
POSITIVE,ایک اور کمپنی نے ویکسین کے استعمال کیلئے اجازت مانگ لی,16749
POSITIVE,قومی ادارہ برائے امراض قلب کے لیے 10 ایوارڈز,16750
NEUTRAL,کیا کرونا وائرس کا مریض صرف بات کرنے سے بھی وائرس پھیلا سکتا ہے؟ ویڈیو نے سوال کھڑے کردیے,16751
NEGATIVE,کھانا پکانے کی ویڈیوز دیکھنے کا نقصان جان کر آپ حیران رہ جائیں گے,16752
POSITIVE,"کرونا ویکسین کے مثبت نتائج آنا شروع، اسپتالوں میں داخلے کی شرح میں نمایاں کمی",16753
NEUTRAL,گردوں میں درد کی وجوہات اور ان کا علاج,16754
NEUTRAL,پتے کی پتھری کی وجوہات اور ان کا علاج,16755
POSITIVE,"کرونا وائرس، صحت یابی کے حوالے سے حوصلہ افزا خبر",16756
NEUTRAL,نظر کے چشمے اور کرونا وائرس کا کیا تعلق ہے؟ تحقیق میں اہم انکشاف,16757
NEGATIVE,کراچی: زہریلے بن فروخت کرنے والی فیکٹریاں سیل,16758
NEGATIVE,کیا ویڈیو گیمز کھیلنا واقعی نقصان دہ ہے؟ نئی تحقیق نے نفی کردی,16759
NEGATIVE,کرونا وائرس دل کو شدید نقصان پہنچانے کا سبب,16760
POSITIVE,فائزر کی کرونا ویکسین کے حوصلہ افزا اثرات,16761
POSITIVE,انسانی دل کے حوالے سے طب کی دنیا میں بڑا انقلاب,16762
NEUTRAL,کینسر انسانی جسم میں کس طرح پھیلتا ہے؟ معلوماتی ویڈیو دیکھیں,16763
NEUTRAL,کورونا علامات کے حوالے سے نیا انکشاف,16764
POSITIVE,کس قسم کا سرکہ صحت کیلئے فائدہ مند ہے ؟,16765
NEGATIVE,امریکی شہریوں کی اوسط عمر میں‌ تین سال کی کمی کا انکشاف,16766
POSITIVE,کورونا وائرس :  ہیومن چیلنج ٹرائلز شروع کرنے کی منظوری,16767
NEGATIVE,الزائمر کی ابتدائی علامات کون سی ہیں؟,16768
NEGATIVE,کورونا وائرس شوگر کے مریضوں کیلئے کتنا خطرناک ہے؟؟,16769
NEGATIVE,کورونا وائرس کی جنوبی افریقی قسم نے نئی مشکل کھڑی کردی,16770
NEUTRAL,کیا بڑھاپے کو روکنا ممکن ہے؟ سائنسدانوں کا نیا دعویٰ,16771
NEGATIVE,خون میں گلوکوز کی کمی کن خطرناک بیماریوں کا سبب بنتی ہے؟,16772
NEUTRAL,"اب تک کتنے ہیلتھ ورکرز کو کرونا ویکسین لگائی گئی، بزرگ شہریوں کا نمبر کب آئے گا؟",16773
POSITIVE,ذہنی سکون کے ساتھ صحت مند زندگی گزارنے کے آسان طریقے,16774
NEUTRAL,برطانیہ میں رضا کاروں کو کرونا وائرس سے متاثر کیا جائے گا,16775
